City ID,City,Country,Latitude,Longitude,Max. Temp (F),Humidity,Cloudiness,Wind Speed,Date
357,Asău,RO,46.4333,26.4,34.75,70,100,11.77,1643512458
358,Kyshtovka,RU,56.555,76.6271,3.7,87,100,8.61,1643512458
359,San Miguel de Cozumel,MX,20.5083,-86.9458,69.94,66,20,10.0,1643512440
360,Panzhihua,CN,26.5851,101.7128,54.41,38,0,0.25,1643512459
361,Ust-Nera,RU,64.5667,143.2,-11.69,99,82,0.92,1643512459
362,Arlit,NE,18.7369,7.3853,59.18,17,4,5.57,1643512459
363,Pringsewu,ID,-5.3582,104.9744,83.32,74,100,1.68,1643512460
364,Fairbanks,US,64.8378,-147.7164,-11.24,70,0,0.0,1643512246
365,Umluj,SA,25.0213,37.2685,60.84,47,0,10.8,1643512460
366,Udachny,RU,66.4167,112.4,-24.29,100,38,3.38,1643512461
367,Ancud,CL,-41.8697,-73.8203,54.93,88,100,8.81,1643512461
368,Coquimbo,CL,-29.9533,-71.3436,62.33,82,0,2.3,1643512462
369,Poddor'ye,RU,57.4695,31.1156,25.29,93,100,16.67,1643512462
370,Enumclaw,US,47.2043,-121.9915,46.81,77,97,3.53,1643512462
371,Lopukhiv,UA,48.3653,23.9638,24.28,96,100,7.36,1643512463
372,Thompson,CA,55.7435,-97.8558,-8.37,96,80,0.6,1643512463
373,Makaha,US,21.4694,-158.2175,78.71,64,40,4.61,1643512464
374,Abilene,US,32.4487,-99.7331,52.88,24,0,1.99,1643512426
375,Along,IN,28.1667,94.7667,56.28,49,0,0.58,1643512464
376,Ulladulla,AU,-35.35,150.4667,82.76,65,58,11.3,1643512465
377,Bengkulu,ID,-3.8004,102.2655,82.96,72,100,4.07,1643512465
378,Oktyabr'skoye,RU,43.0645,44.7417,14.14,92,31,6.71,1643512465
379,Liwale,TZ,-9.7667,37.9333,64.45,96,93,2.37,1643512466
380,Albanel,CA,48.8832,-72.4487,-4.36,88,100,8.86,1643512466
381,Jumla,NP,29.2747,82.1838,41.56,24,0,3.27,1643512467
382,Sinnamary,GF,5.3833,-52.95,75.69,87,21,7.25,1643512467
383,Songkhla,TH,6.8333,100.6667,82.45,57,10,2.57,1643512467
384,Fuling,CN,29.7022,107.3919,46.62,69,58,3.27,1643512468
385,Cururupu,BR,-1.8283,-44.8683,72.18,97,100,2.06,1643512468
386,Kudahuvadhoo,MV,2.6708,72.8944,81.19,74,99,10.07,1643512469
387,Cayenne,GF,4.9333,-52.3333,79.09,85,75,0.0,1643512469
388,Quatre Cocos,MU,-20.2078,57.7625,82.09,73,98,13.71,1643512469
389,Rabo de Peixe,PT,37.8,-25.5833,56.28,93,40,6.91,1643512470
390,Caravelas,BR,-17.7125,-39.2481,77.59,85,43,9.1,1643512470
391,Āsosa,ET,10.0667,34.5333,61.14,35,23,4.79,1643512471
392,Nevşehir,TR,38.9167,34.6667,-1.19,85,75,3.44,1643512471
393,Port Macquarie,AU,-31.4333,152.9167,81.9,62,29,8.61,1643512285
394,Hobyo,SO,5.3505,48.5268,73.49,76,90,15.05,1643512472
395,Dunedin,NZ,-45.8742,170.5036,57.56,94,100,3.18,1643512472
396,Qui Nhon,VN,13.7667,109.2333,75.7,82,99,5.32,1643512472
397,Province of Brindisi,IT,40.5833,17.6667,46.76,58,7,9.71,1643512473
398,Paamiut,GL,61.994,-49.6678,13.42,65,100,11.54,1643512473
399,Vilyuysk,RU,63.7553,121.6247,-15.12,99,90,5.48,1643512474
400,Castro Urdiales,ES,43.3829,-3.2204,45.25,89,1,5.91,1643512201
401,San Policarpo,PH,12.1791,125.5072,82.53,76,9,7.09,1643512474
402,Fichē,ET,9.8,38.7333,46.9,48,32,1.9,1643512475
403,Kenitra,MA,34.261,-6.5802,45.36,63,7,3.36,1643512227
404,Mayo,US,38.8876,-76.5119,23.41,46,0,10.0,1643512475
405,Telšiai,LT,55.9814,22.2472,33.87,97,100,24.49,1643512476
406,Tefé,BR,-3.3542,-64.7114,72.68,99,99,2.91,1643512476
407,Soe,ID,-9.8607,124.284,78.08,63,100,11.27,1643512477
408,Boyolangu,ID,-8.1181,111.8935,83.86,72,89,4.83,1643512477
409,Jutaí,BR,-5.1833,-68.9,73.94,96,100,2.24,1643512275
410,Dolores,AR,-36.3132,-57.6792,63.23,87,52,8.16,1643512207
411,Vestmannaeyjar,IS,63.4427,-20.2734,40.87,68,100,18.68,1643512478
412,Maralal,KE,1.0968,36.698,56.53,73,70,4.9,1643512478
413,Mount Gambier,AU,-37.8333,140.7667,78.42,52,52,8.37,1643512190
414,Chadan,RU,51.2833,91.5833,-19.8,97,37,0.94,1643512479
415,Kloulklubed,PW,7.0419,134.2556,82.62,72,84,12.91,1643512479
416,Safi,MA,32.2994,-9.2372,60.17,65,0,6.53,1643512480
417,Tazovsky,RU,67.4667,78.7,-14.19,99,89,7.85,1643512480
418,Bo Phloi,TH,14.3236,99.5161,89.31,37,42,5.23,1643512480
419,Nome,US,64.5011,-165.4064,-2.13,55,0,3.44,1643512193
420,Beloha,MG,-25.1667,45.05,71.1,90,65,8.95,1643512481
421,Salalah,OM,17.0151,54.0924,66.29,59,0,4.61,1643512481
422,Bereda,ES,43.2686,-7.5406,38.88,98,73,1.21,1643512482
423,Gladstone,AU,-23.85,151.25,86.79,65,75,17.27,1643512482
424,Alizai,PK,33.5383,70.3462,45.82,44,1,3.62,1643512483
425,Roshchino,RU,60.2519,29.6085,27.05,94,100,18.52,1643512483
426,Belyy Yar,RU,53.6039,91.3903,-18.51,76,75,2.24,1643512484
427,Naze,JP,28.3667,129.4833,57.27,78,99,16.13,1643512327
428,Rocha,UY,-34.4833,-54.3333,62.17,89,1,6.85,1643512287
429,Lieksa,FI,63.3167,30.0167,21.94,74,100,12.28,1643512485
430,Makkah al Mukarramah,SA,21.4267,39.8261,65.21,60,75,5.17,1643512486
431,Canatlán,MX,24.5167,-104.7833,54.25,46,0,2.98,1643512486
432,Ternate,ID,0.8,127.4,83.34,69,20,6.08,1643512487
433,Cockburn Town,TC,21.4612,-71.1419,77.36,73,0,14.45,1643512212
434,Millet,CA,53.1001,-113.4687,29.82,85,100,5.37,1643512487
435,Huaihua,CN,27.5494,109.9592,40.08,75,54,6.13,1643512488
436,Laas,IT,46.6166,10.7002,47.66,90,10,9.22,1643512488
437,Tsabong,BW,-26.0217,22.401,73.02,68,0,11.54,1643512489
438,Northam,GB,51.0333,-4.2167,40.71,84,63,5.21,1643512267
439,Socol,RO,44.8608,21.3703,34.18,72,100,1.01,1643512489
440,Guisa,CU,20.255,-76.5386,64.71,89,99,5.32,1643512490
441,Orlik,RU,52.5178,99.825,-17.19,91,38,1.52,1643512490
442,Uruaçu,BR,-14.5247,-49.1408,68.34,96,98,2.68,1643512491
443,Campoverde,PE,-8.4753,-74.8058,80.29,96,100,2.53,1643512491
444,Makkaveyevo,RU,51.7533,113.9454,-14.08,85,64,3.56,1643512491
445,Bilibino,RU,68.0546,166.4372,-0.26,88,100,2.98,1643512492
446,Lompoc,US,34.6391,-120.4579,56.59,76,0,0.0,1643512424
447,Zadar,HR,44.1197,15.2422,36.64,93,0,4.61,1643512493
448,Cabo San Lucas,MX,22.8909,-109.9124,72.52,66,0,5.99,1643512339
449,Labuhan,ID,-6.8844,112.2051,84.9,69,95,4.68,1643512493
450,Souillac,MU,-20.5167,57.5167,82.36,83,75,9.22,1643512493
451,Krasnogorodskoye,RU,56.8357,28.2822,31.96,92,100,15.88,1643512494
452,Lensk,RU,60.7253,114.9278,-3.87,95,99,6.15,1643512494
453,Misratah,LY,32.3754,15.0925,55.06,54,19,21.72,1643512495
454,Belmonte,BR,-15.8631,-38.8828,77.5,84,87,10.56,1643512495
455,Kirovskiy,RU,45.0917,133.5136,9.52,80,100,7.78,1643512496
456,Ripon,GB,54.1352,-1.5212,40.08,81,75,5.75,1643512496
457,Sikonge,TZ,-5.6333,32.7667,64.42,90,100,3.02,1643512496
458,Atlixco,MX,18.9082,-98.4361,56.48,63,12,2.39,1643512497
459,Agde,FR,43.3108,3.4758,40.87,87,0,12.66,1643512497
460,Olafsvik,IS,64.8945,-23.7142,38.25,63,100,23.6,1643512445
461,San Julián,MX,21.0167,-102.1667,57.4,39,4,5.82,1643512498
462,Hearst,CA,49.6835,-83.6665,7.05,96,100,4.97,1643512498
463,Seoul,KR,37.5683,126.9778,34.21,25,22,4.56,1643512351
464,Artigas,UY,-30.4,-56.4667,68.49,47,0,9.31,1643512499
465,Blythe,US,33.6103,-114.5964,61.25,10,0,8.05,1643512499
466,Santa Marta,CO,11.2408,-74.199,80.65,50,20,12.66,1643512500
467,Pandamatenga,BW,-18.5278,25.627,65.73,98,100,10.25,1643512501
468,Kirakira,SB,-10.4544,161.9205,85.17,73,57,9.89,1643512501
469,Sisimiut,GL,66.9395,-53.6735,7.09,86,100,34.2,1643512502
470,Buba,GW,11.5833,-15.0,68.88,69,10,2.15,1643512502
471,Middelburg,ZA,-25.7751,29.4648,60.53,87,100,7.99,1643512502
472,Arman',RU,59.7,150.1667,15.28,80,100,11.63,1643512503
473,Arco,IT,45.9177,10.8867,46.62,66,3,4.05,1643512503
474,Karatau,KZ,43.1667,70.4667,27.19,82,19,3.87,1643512504
475,Ames,US,42.0347,-93.6199,35.42,79,0,4.0,1643512094
476,Kenai,US,60.5544,-151.2583,23.14,86,100,0.0,1643512504
477,Bairiki Village,KI,1.3292,172.9752,82.08,78,21,17.11,1643512505
478,Encheng,CN,22.1839,112.3026,59.32,56,7,11.25,1643512505
479,Korla,CN,41.7597,86.1469,24.91,49,100,5.61,1643512505
480,Gimli,CA,50.6336,-96.9907,2.43,99,49,7.83,1643512444
481,Bonthe,SL,7.5264,-12.505,76.01,84,97,1.68,1643512507
482,Agara,GE,42.0376,43.8238,20.95,75,24,2.98,1643512507
483,Nishihara,JP,26.1842,127.7558,68.05,80,75,13.8,1643512507
484,Selje,NO,62.0459,5.351,39.85,80,99,32.73,1643512508
485,Forsytheganj,BY,52.6333,29.7333,28.11,96,100,18.57,1643512508
486,Arandis,NA,-22.4167,14.9667,55.47,83,65,6.02,1643512509
487,Padang,ID,-0.9492,100.3543,84.25,87,97,2.3,1643512509
488,Hervey Bay,AU,-25.2986,152.8535,86.11,73,26,14.18,1643512510
489,Chimbote,PE,-9.0853,-78.5783,70.12,82,100,6.78,1643512479
490,Jarocin,PL,51.9727,17.5026,40.77,89,100,29.57,1643512510
491,Florø,NO,61.5996,5.0328,39.16,70,100,39.12,1643512511
492,Gikongoro,RW,-2.464,29.5739,55.58,86,46,3.96,1643512511
493,George Town,MY,5.4112,100.3354,85.95,76,20,9.22,1643512285
494,Kjøllefjord,NO,70.9457,27.3465,18.75,84,72,4.41,1643512512
495,Moerai,PF,-22.4333,-151.3333,80.13,74,11,7.67,1643512512
496,Patti,IN,31.2808,74.8572,46.35,61,23,5.57,1643512512
497,Dargaville,NZ,-35.9333,173.8833,78.19,43,99,8.63,1643512513
498,Abu Dhabi,AE,24.4667,54.3667,66.96,80,0,1.99,1643512243
499,Valdivia,CL,-39.8142,-73.2459,57.29,98,65,2.73,1643512513
500,Salima,MW,-13.7804,34.4587,68.85,96,71,2.19,1643512514
501,Pāsighāt,IN,28.0667,95.3333,60.73,45,1,1.36,1643512514
502,Koumac,NC,-20.5667,164.2833,84.56,70,83,9.22,1643512515
503,Talcahuano,CL,-36.7167,-73.1167,58.68,82,20,6.91,1643512515
504,Carballo,ES,43.213,-8.691,47.62,70,86,3.89,1643512515
505,Abu Samrah,SY,35.3029,37.1841,38.23,84,42,6.08,1643512516
506,El Alto,PE,-4.2714,-81.2147,70.29,77,98,10.02,1643512433
507,Eyl,SO,7.9803,49.8164,72.46,66,94,15.17,1643512516
508,Yerbogachën,RU,61.2767,108.0108,-4.52,97,100,4.27,1643512517
509,Nagato,JP,34.3833,131.2,46.2,51,100,9.13,1643512517
510,Betanzos,ES,43.2804,-8.2147,48.85,82,91,1.01,1643512518
511,Itoman,JP,26.1247,127.6694,68.77,79,75,16.11,1643512518
512,Soure,BR,-0.7167,-48.5233,75.72,90,100,6.33,1643512519
513,Terrenate,MX,19.4833,-97.9167,44.24,81,63,4.81,1643512519
514,Shitanjing,CN,39.2342,106.3439,13.64,36,0,32.68,1643512519
515,Adrar,MR,20.5022,-10.0711,69.37,14,94,10.98,1643512520
516,Minas Novas,BR,-17.2186,-42.5903,67.87,95,100,1.79,1643512280
517,Caorle,IT,45.5966,12.8758,35.17,86,38,6.89,1643512521
518,Mareeba,AU,-17.0,145.4333,87.31,58,100,2.66,1643512521
519,Saint-Joseph,RE,-21.3667,55.6167,79.18,80,50,9.66,1643512522
520,Wajima,JP,37.4,136.9,36.28,64,75,4.61,1643512522
521,Urengoy,RU,65.9667,78.3667,-9.71,98,99,7.61,1643512523
522,Lékoni,GA,-1.5843,14.2591,75.6,78,93,7.11,1643512523
523,Vadlapūdi,IN,14.3167,79.8,74.3,77,14,3.8,1643512523
524,Dawei,MM,14.0833,98.2,82.04,54,57,3.18,1643512368
525,Fortuna,US,40.5982,-124.1573,49.12,90,0,0.0,1643512524
526,Piaçabuçu,BR,-10.4056,-36.4344,77.49,67,100,7.81,1643512524
527,Powell,US,40.1578,-83.0752,17.6,76,100,3.0,1643512525
528,Gezing,AT,47.9178,13.1299,44.96,92,100,16.11,1643512525
529,Levice,SK,48.2156,18.6071,44.92,83,94,21.65,1643512526
530,Abhā,SA,18.2164,42.5053,50.25,87,0,9.22,1643512318
531,Saint-François,FR,46.4154,3.9054,39.67,100,100,2.3,1643512526
532,Mineiros,BR,-17.5694,-52.5511,67.23,95,100,9.15,1643512527
533,Lasem,ID,-6.6922,111.4527,84.78,70,81,5.32,1643512527
534,Basco,PH,20.4487,121.9702,75.0,77,99,26.26,1643512528
535,Pokhara,NP,28.2333,83.9833,52.48,57,4,1.99,1643512501
536,Maceió,BR,-9.6658,-35.7353,76.44,88,75,4.61,1643512444
537,Lavumisa,SZ,-27.31,31.892,70.92,96,100,2.82,1643512529
538,Port-Gentil,GA,-0.7193,8.7815,80.76,81,98,11.92,1643512529
539,Uglovka,RU,58.2392,33.5108,20.01,89,100,14.65,1643512529
540,Nioro,GM,13.35,-15.75,72.54,33,82,10.07,1643512530
541,Champerico,GT,14.3,-91.9167,78.28,73,72,4.38,1643512367
542,Zaozyornoye,UA,45.1582,33.2787,39.04,70,98,18.21,1643512530
543,Nibbar,TN,36.2941,8.7666,38.08,93,20,5.75,1643512531
544,Kondinskoye,RU,59.6481,67.41,4.96,96,100,5.44,1643512531
545,Mbanza-Ngungu,CD,-5.25,14.8667,66.42,98,100,3.18,1643512532
546,Nikol'sk,RU,53.7189,46.0712,20.32,97,100,4.09,1643512532
547,Bhiwandi,IN,19.3,73.0667,73.26,38,32,2.44,1643512533
548,Mayumba,GA,-3.432,10.6554,76.33,93,87,0.89,1643512533
549,Sterling,US,39.0062,-77.4286,22.33,52,0,1.01,1643512534
550,Plainview,US,40.7765,-73.4673,17.06,62,0,5.99,1643512534
551,Chaumont,FR,48.1167,5.1333,44.89,99,100,8.43,1643512534
552,Panabá,MX,21.2833,-88.2667,65.55,58,70,10.83,1643512535
553,Bosobolo,CD,4.1833,19.9,69.44,32,20,3.27,1643512535
554,Avera,US,33.194,-82.5271,33.71,35,0,8.23,1643512536
555,Mustafakemalpaşa,TR,40.0353,28.4117,35.11,88,38,3.29,1643512536
556,Aras,ES,42.5617,-2.356,36.05,75,0,8.05,1643512537
557,Geraldton,AU,-28.7667,114.6,84.61,61,0,17.27,1643512537
558,Vilhena,BR,-12.7406,-60.1458,68.58,99,100,2.53,1643512325
559,Kirksville,US,40.1948,-92.5833,33.75,65,0,1.01,1643512537
560,Touros,BR,-5.1989,-35.4608,76.1,82,98,9.75,1643512452
561,Sarāhan,IN,31.5167,77.8,31.68,42,0,11.1,1643512538
562,Ābyek,IR,36.0667,50.55,22.66,55,0,4.9,1643512539
563,Puerto Baquerizo Moreno,EC,-0.9,-89.6,73.99,82,97,6.42,1643512348
564,Aripuanã,BR,-9.1667,-60.6333,71.08,100,100,2.37,1643512539
565,Taunggyi,MM,20.7833,97.0333,59.59,29,0,4.07,1643512540
566,Lovozero,RU,68.005,35.0117,-5.85,100,66,3.87,1643512540
567,Bowen,AU,-20.0167,148.2333,85.41,62,2,14.88,1643512540
568,Malakal,SS,9.5334,31.6605,69.31,20,12,7.4,1643512541
569,Kalangala,UG,-0.3089,32.225,72.63,64,99,4.45,1643512541
570,General Pico,AR,-35.6566,-63.7568,69.94,56,0,9.13,1643512270
571,Okhotsk,RU,59.3833,143.3,16.84,80,100,14.76,1643512542
572,Tuy Hoa,VN,13.0833,109.3,77.7,78,79,5.03,1643512254
573,Motygino,RU,58.1831,94.7592,2.46,96,100,2.06,1643512543
574,Roald,NO,62.5833,6.1333,41.05,81,75,21.85,1643512543
575,Wana,PK,32.2989,69.5725,44.71,49,17,3.91,1643512544
576,St. George's,GD,12.0564,-61.7485,76.62,75,37,10.94,1643512544
577,Sept-Îles,CA,50.2001,-66.3821,9.05,58,100,8.01,1643512545
578,El Rosario,MX,24.2556,-107.1828,64.6,79,0,4.99,1643512545
